family_a	family_b	best_evalue
RF01936	RF04110	1.3e-05
RF01936	RF04115	4.1e-08
RF01936	RF04118	6.7e-07
RF01936	RF04123	1.2e-05
RF01936	RF04127	3.2e-08
RF01936	RF04135	0.00012
RF01936	RF04138	0.00029
RF01936	RF04142	0.00028
RF01936	RF04151	1.1e-13
RF01936	RF04156	6.1e-07
RF01936	RF04157	1.6e-08
RF01936	RF04158	0.0066
RF01936	RF04161	2.6e-12
RF01936	RF04170	5.2e-07
RF01936	RF04172	7e-10
RF01936	RF04176	1.1e-08
RF01936	RF04202	8.6e-14
RF01936	RF04205	0.0044
RF01936	RF04206	5.8e-09
RF01936	RF04211	7.3e-16
RF01936	RF04212	0.0077
RF01936	RF04240	1.4e-11
RF01936	RF04241	4.9e-14
RF01936	RF04244	0.00054
RF01936	RF04251	8.2e-06
RF01936	RF04254	3.3e-07
RF01936	RF04264	9.8e-08
RF01936	RF04265	1.6e-09
RF01936	RF04276	1.7e-09
RF01936	RF04282	7.6e-10
RF01936	RF04293	1.1e-05
RF01937	RF03557	9.6e-06
RF01937	RF04003	0.0018
RF01938	RF03574	1.4e-06
RF01938	RF03686	0.0038
RF01938	RF04022	0.0018
RF01938	RF04197	4.5e-05
RF01939	RF01943	0.0092
RF01939	RF02006	2.2e-06
RF01939	RF02019	0.0033
RF01939	RF02025	0.00089
RF01939	RF02095	2.9e-05
RF01939	RF02598	0.0005
RF01939	RF03192	0.00085
RF01939	RF03196	2.6e-06
RF01939	RF03237	2.1e-05
RF01939	RF03240	0.0023
RF01939	RF03279	0.00022
RF01939	RF03306	2.1e-07
RF01939	RF03331	2.7e-05
RF01939	RF03345	0.0011
RF01939	RF03349	0.00013
RF01939	RF03360	3.1e-08
RF01939	RF03371	2.8e-06
RF01939	RF03372	0.00052
RF01939	RF03375	3.5e-05
RF01939	RF03403	6.4e-05
RF01939	RF03423	0.00012
RF01939	RF03426	2.7e-05
RF01939	RF03484	3e-07
RF01939	RF03512	2e-05
RF01939	RF03516	2.8e-06
RF01939	RF03523	0.00022
RF01939	RF03524	0.0095
RF01939	RF03525	0.0013
RF01939	RF03560	0.00053
RF01939	RF03573	0.0023
RF01939	RF03574	0.0024
RF01939	RF03579	5.8e-05
RF01939	RF03595	0.0062
RF01939	RF03598	0.00067
RF01939	RF03604	4.7e-07
RF01939	RF03643	1.1e-05
RF01939	RF03684	6.8e-05
RF01939	RF03688	0.0069
RF01939	RF03703	3.2e-07
RF01939	RF03705	1.2e-05
RF01939	RF03729	0.0006
RF01939	RF03742	0.00052
RF01939	RF03756	0.00038
RF01939	RF03758	6.1e-05
RF01939	RF03774	2.4e-05
RF01939	RF03777	2.2e-05
RF01939	RF03778	7e-06
RF01939	RF03781	0.00031
RF01939	RF03789	5.7e-05
RF01939	RF03790	2.9e-05
RF01939	RF03792	1e-06
RF01939	RF03799	0.00042
RF01939	RF03832	0.0032
RF01939	RF03846	0.0011
RF01939	RF03862	9.5e-06
RF01939	RF03873	3.5e-06
RF01939	RF03891	8.2e-05
RF01939	RF03899	5.2e-05
RF01939	RF03941	6.9e-07
RF01939	RF03944	0.0056
RF01939	RF03946	0.00017
RF01939	RF03964	7.2e-07
RF01939	RF03973	2.5e-06
RF01939	RF03982	7.7e-06
RF01939	RF03988	5.7e-06
RF01939	RF03991	0.0011
RF01939	RF04057	0.0065
RF01939	RF04059	5.8e-06
RF01939	RF04089	1.6e-06
RF01939	RF04106	7.2e-05
RF01939	RF04119	0.00041
RF01939	RF04125	3.2e-08
RF01939	RF04141	3.9e-05
RF01939	RF04148	0.0013
RF01939	RF04164	0.00013
RF01939	RF04185	0.00012
RF01939	RF04187	0.00063
RF01939	RF04244	7.8e-06
RF01939	RF04279	5.6e-06
RF01939	RF04288	0.00018
RF01940	RF03355	2.6e-06
RF01940	RF03460	2.3e-05
RF01940	RF03494	0.00022
RF01940	RF03629	9e-05
RF01940	RF03687	2.8e-05
RF01940	RF03704	0.00036
RF01940	RF03729	0.00023
RF01940	RF03957	2.4e-05
RF01940	RF04014	0.00087
RF01940	RF04057	0.00037
RF01941	RF02536	3.8e-07
RF01941	RF02618	0.00083
RF01941	RF02792	0.0018
RF01941	RF03237	2.1e-06
RF01941	RF03263	0.0011
RF01941	RF03313	0.0064
RF01941	RF03331	0.0085
RF01941	RF03458	4.6e-07
RF01941	RF03503	1.3e-06
RF01941	RF03571	0.0069
RF01941	RF03604	3.3e-06
RF01941	RF03693	0.00034
RF01941	RF03702	0.00093
RF01941	RF03760	3.9e-05
RF01941	RF03884	0.0017
RF01941	RF03889	6.9e-08
RF01941	RF03906	1.1e-06
RF01941	RF03907	0.00069
RF01941	RF03938	2.3e-05
RF01941	RF04003	3.2e-05
RF01941	RF04014	0.0068
RF01941	RF04052	1.5e-05
RF01941	RF04106	0.0044
RF01941	RF04110	3.7e-08
RF01941	RF04118	1.3e-06
RF01941	RF04125	8.7e-05
RF01941	RF04144	0.0083
RF01941	RF04154	0.00035
RF01941	RF04164	0.00063
RF01941	RF04167	3.1e-06
RF01941	RF04172	1.9e-11
RF01941	RF04230	0.00088
RF01941	RF04241	8.2e-06
RF01941	RF04294	0.0052
RF01943	RF01996	7.3e-09
RF01943	RF02021	1.3e-06
RF01943	RF02863	0.0094
RF01943	RF03182	1.7e-07
RF01943	RF03230	6.2e-05
RF01943	RF03269	0.0021
RF01943	RF03308	5.2e-09
RF01943	RF03323	3.2e-06
RF01943	RF03334	0.0075
RF01943	RF03356	7.4e-09
RF01943	RF03373	1.1e-07
RF01943	RF03374	1.3e-05
RF01943	RF03375	4.4e-06
RF01943	RF03426	1.8e-06
RF01943	RF03436	0.0013
RF01943	RF03450	1.6e-06
RF01943	RF03457	2e-12
RF01943	RF03460	0.00012
RF01943	RF03512	0.0069
RF01943	RF03523	1.8e-05
RF01943	RF03524	9.9e-05
RF01943	RF03526	0.001
RF01943	RF03573	3.7e-12
RF01943	RF03574	6.4e-07
RF01943	RF03594	0.00013
RF01943	RF03600	7.5e-06
RF01943	RF03631	0.002
RF01943	RF03637	2.5e-05
RF01943	RF03644	0.00076
RF01943	RF03702	2.5e-06
RF01943	RF03705	2.9e-05
RF01943	RF03713	1.1e-07
RF01943	RF03717	3.9e-09
RF01943	RF03768	2.3e-07
RF01943	RF03785	1.3e-06
RF01943	RF03792	0.00013
RF01943	RF03795	1.3e-06
RF01943	RF03798	0.00022
RF01943	RF03831	1.2e-07
RF01943	RF03843	1.5e-06
RF01943	RF03846	9e-10
RF01943	RF03861	1.5e-08
RF01943	RF03912	8.4e-07
RF01943	RF03951	0.00028
RF01943	RF03957	1.6e-06
RF01943	RF03967	0.0026
RF01943	RF03980	4.1e-09
RF01943	RF03993	5.6e-07
RF01943	RF04002	0.0039
RF01943	RF04010	2.8e-07
RF01943	RF04036	4.1e-09
RF01943	RF04050	1.5e-07
RF01943	RF04051	2.9e-09
RF01943	RF04083	0.0081
RF01943	RF04085	0.00016
RF01943	RF04090	0.0052
RF01943	RF04095	0.0086
RF01943	RF04097	5.6e-09
RF01943	RF04111	1.9e-06
RF01943	RF04124	0.0026
RF01943	RF04171	0.0044
RF01943	RF04185	8.7e-05
RF01943	RF04235	0.0037
RF01943	RF04239	6.3e-07
RF01943	RF04251	2.7e-08
RF01943	RF04255	0.00063
RF01943	RF04261	3e-05
RF01943	RF04268	1.7e-06
RF01944	RF03822	0.00048
RF01944	RF04038	0.00019
RF01945	RF02598	0.00046
RF01945	RF03201	2.4e-05
RF01945	RF03224	4.3e-05
RF01945	RF03258	0.0028
RF01945	RF03316	2.6e-07
RF01945	RF03371	7.4e-06
RF01945	RF03423	0.00044
RF01945	RF03461	1.1e-05
RF01945	RF03599	0.00099
RF01945	RF03652	0.00019
RF01945	RF03714	6.2e-05
RF01945	RF03757	0.00036
RF01945	RF03762	1.5e-08
RF01945	RF03769	0.0061
RF01945	RF03777	2.1e-05
RF01945	RF03862	0.00015
RF01945	RF03964	2.6e-05
RF01945	RF04036	4.7e-06
RF01945	RF04059	0.0024
RF01945	RF04148	0.01
RF01945	RF04299	0.0058
RF01946	RF02170	0.00087
RF01959	RF01960	7.5e-229
RF01959	RF02006	1.7e-05
RF01959	RF02542	8.8e-234
RF01959	RF03585	0.00024
RF01959	RF03894	1.3e-05
RF01959	RF04096	0.0029
RF01960	RF02542	0
RF01960	RF03326	0.0012
RF01960	RF04135	2.1e-07
RF01987	RF04154	0.0037
RF01987	RF04217	0.00016
RF01988	RF01989	0.00041
RF01989	RF02936	0.0092
RF01991	RF02668	0.001
RF01991	RF04059	0.0022
RF01996	RF02000	1.2e-06
RF01996	RF02355	5.2e-05
RF01996	RF02556	8.5e-06
RF01996	RF02901	3.5e-07
RF01996	RF03177	0.0023
RF01996	RF03233	7.8e-08
RF01996	RF03256	1.7e-06
RF01996	RF03271	0.0015
RF01996	RF03287	0.0036
RF01996	RF03296	1.3e-07
RF01996	RF03316	5.6e-05
RF01996	RF03317	0.0014
RF01996	RF03334	2.2e-06
RF01996	RF03340	5.1e-05
RF01996	RF03349	1.9e-06
RF01996	RF03360	1.4e-05
RF01996	RF03397	0.0082
RF01996	RF03412	0.0023
RF01996	RF03419	5.8e-06
RF01996	RF03426	1.1e-05
RF01996	RF03464	2.9e-06
RF01996	RF03486	4.7e-07
RF01996	RF03575	2.5e-06
RF01996	RF03581	0.00028
RF01996	RF03582	0.0013
RF01996	RF03585	1.4e-06
RF01996	RF03592	1.3e-09
RF01996	RF03594	6.8e-09
RF01996	RF03631	1.1e-09
RF01996	RF03634	2.8e-08
RF01996	RF03644	0.00063
RF01996	RF03651	7e-06
RF01996	RF03704	6.3e-06
RF01996	RF03712	6.6e-05
RF01996	RF03756	0.00023
RF01996	RF03763	0.0064
RF01996	RF03765	0.0018
RF01996	RF03773	9.9e-06
RF01996	RF03819	0.00095
RF01996	RF03870	5.2e-08
RF01996	RF03878	1.3e-06
RF01996	RF03930	0.0013
RF01996	RF03945	3.9e-05
RF01996	RF03985	0.0061
RF01996	RF04007	1.9e-08
RF01996	RF04028	0.0029
RF01996	RF04090	2.1e-05
RF01996	RF04096	8.3e-10
RF01996	RF04110	0.0014
RF01996	RF04119	2.5e-07
RF01996	RF04169	0.00018
RF01996	RF04175	9.8e-07
RF01996	RF04230	2.3e-09
RF01996	RF04242	5.6e-10
RF01996	RF04261	7.9e-09
RF01997	RF02901	0.0056
RF01997	RF03174	0.0021
RF01997	RF03450	2.2e-05
RF01997	RF03457	1.3e-05
RF01997	RF03501	0.0024
RF01997	RF03566	0.0054
RF01997	RF03578	5.4e-06
RF01997	RF03585	3.5e-05
RF01997	RF03631	4.7e-07
RF01997	RF03634	5e-09
RF01997	RF03664	0.0022
RF01997	RF03669	0.001
RF01997	RF03684	0.0075
RF01997	RF03694	0.0016
RF01997	RF03709	4.1e-05
RF01997	RF03719	1.3e-07
RF01997	RF03769	2.2e-10
RF01997	RF03818	4.9e-06
RF01997	RF03826	0.00019
RF01997	RF03888	8.8e-07
RF01997	RF03906	0.00019
RF01997	RF03908	0.0016
RF01997	RF03922	0.00022
RF01997	RF03923	0.00021
RF01997	RF03941	6.3e-05
RF01997	RF04003	4e-06
RF01997	RF04024	0.00031
RF01997	RF04036	0.0065
RF01997	RF04071	0.0099
RF01997	RF04167	8.5e-05
RF01997	RF04211	0.00058
RF01997	RF04230	8.2e-05
RF01997	RF04251	0.0006
RF01997	RF04262	2.3e-05
RF02000	RF02450	0.0056
RF02000	RF02598	8.2e-08
RF02000	RF03173	0.0037
RF02000	RF03195	0.0085
RF02000	RF03196	7e-07
RF02000	RF03206	2.4e-08
RF02000	RF03296	2.2e-11
RF02000	RF03329	7.9e-05
RF02000	RF03349	0.0056
RF02000	RF03366	3.5e-05
RF02000	RF03383	8.4e-05
RF02000	RF03453	0.0035
RF02000	RF03488	1e-05
RF02000	RF03506	0.0041
RF02000	RF03509	0.002
RF02000	RF03558	0.0013
RF02000	RF03595	0.00042
RF02000	RF03599	2e-06
RF02000	RF03600	7.6e-05
RF02000	RF03643	2.8e-07
RF02000	RF03645	2.1e-07
RF02000	RF03677	8.8e-05
RF02000	RF03679	0.0024
RF02000	RF03703	3.4e-05
RF02000	RF03713	2.3e-09
RF02000	RF03717	0.00021
RF02000	RF03736	1.6e-07
RF02000	RF03739	9.3e-06
RF02000	RF03757	5.3e-05
RF02000	RF03758	0.0088
RF02000	RF03766	2.3e-05
RF02000	RF03820	0.0026
RF02000	RF03834	1.6e-08
RF02000	RF03837	0.0037
RF02000	RF03844	7.4e-05
RF02000	RF03861	6e-09
RF02000	RF03863	0.00085
RF02000	RF03882	0.0094
RF02000	RF03888	5.8e-06
RF02000	RF03891	1.9e-06
RF02000	RF03900	0.0021
RF02000	RF03906	2.5e-07
RF02000	RF03910	0.0095
RF02000	RF03929	0.00013
RF02000	RF03941	8e-06
RF02000	RF03952	7.2e-06
RF02000	RF03960	0.0008
RF02000	RF03965	9.1e-06
RF02000	RF03972	0.00081
RF02000	RF04002	7.9e-07
RF02000	RF04006	0.0099
RF02000	RF04011	1.7e-06
RF02000	RF04038	0.002
RF02000	RF04039	2.8e-05
RF02000	RF04095	4.8e-05
RF02000	RF04096	0.0024
RF02000	RF04114	4e-05
RF02000	RF04119	5.5e-05
RF02000	RF04136	9.1e-10
RF02000	RF04159	0.00058
RF02000	RF04198	1.1e-05
RF02000	RF04220	0.00015
RF02000	RF04279	3.3e-07
RF02000	RF04299	4.6e-05
RF02003	RF02005	2.9e-07
RF02003	RF02012	0.0001
RF02006	RF02014	3e-05
RF02006	RF02058	3e-05
RF02006	RF02400	1.8e-06
RF02006	RF02423	0.0014
RF02006	RF02430	0.00059
RF02006	RF02598	1.1e-05
RF02006	RF02880	0.0038
RF02006	RF03174	3e-08
RF02006	RF03191	0.005
RF02006	RF03192	0.00075
RF02006	RF03209	1.7e-06
RF02006	RF03212	3.5e-06
RF02006	RF03219	0.0034
RF02006	RF03224	1.7e-05
RF02006	RF03230	6.1e-05
RF02006	RF03293	6.8e-11
RF02006	RF03296	1.2e-07
RF02006	RF03321	0.00022
RF02006	RF03360	1.1e-07
RF02006	RF03361	2.5e-05
RF02006	RF03371	2.3e-10
RF02006	RF03381	0.0074
RF02006	RF03408	0.0065
RF02006	RF03423	5.7e-05
RF02006	RF03427	0.0082
RF02006	RF03436	3.8e-06
RF02006	RF03450	3.8e-07
RF02006	RF03461	3.2e-07
RF02006	RF03466	0.0014
RF02006	RF03468	1.4e-06
RF02006	RF03469	2.7e-07
RF02006	RF03475	4.7e-05
RF02006	RF03516	3.8e-10
RF02006	RF03530	0.0013
RF02006	RF03579	7.8e-07
RF02006	RF03581	3.6e-06
RF02006	RF03588	0.0038
RF02006	RF03595	6.3e-06
RF02006	RF03598	0.00095
RF02006	RF03599	1e-09
RF02006	RF03600	0.0031
RF02006	RF03607	0.00091
RF02006	RF03610	9e-05
RF02006	RF03614	7.5e-07
RF02006	RF03618	1.6e-06
RF02006	RF03623	2.1e-05
RF02006	RF03629	4.5e-10
RF02006	RF03672	4e-09
RF02006	RF03677	1.7e-05
RF02006	RF03688	0.0002
RF02006	RF03695	0.00036
RF02006	RF03701	1.8e-05
RF02006	RF03709	1.5e-05
RF02006	RF03710	0.00012
RF02006	RF03716	2.9e-09
RF02006	RF03723	9e-06
RF02006	RF03732	2.3e-06
RF02006	RF03736	4.5e-12
RF02006	RF03758	0.00047
RF02006	RF03771	8.1e-11
RF02006	RF03774	2.6e-05
RF02006	RF03775	0.00048
RF02006	RF03778	0.0024
RF02006	RF03792	9.8e-08
RF02006	RF03796	1.1e-09
RF02006	RF03799	4.2e-05
RF02006	RF03808	0.0048
RF02006	RF03815	0.0033
RF02006	RF03828	0.00037
RF02006	RF03831	1.2e-06
RF02006	RF03834	0.00074
RF02006	RF03846	4.3e-06
RF02006	RF03852	9.4e-10
RF02006	RF03857	2e-07
RF02006	RF03862	1.2e-05
RF02006	RF03873	0.00016
RF02006	RF03878	4.6e-08
RF02006	RF03891	0.00011
RF02006	RF03906	5.7e-11
RF02006	RF03930	0.00019
RF02006	RF03941	6.7e-07
RF02006	RF03946	1.4e-05
RF02006	RF03964	3.7e-06
RF02006	RF03967	6.5e-06
RF02006	RF03974	5.5e-07
RF02006	RF03990	0.0031
RF02006	RF03992	6.9e-06
RF02006	RF03993	0.00033
RF02006	RF04036	6.9e-05
RF02006	RF04038	1.3e-09
RF02006	RF04050	0.01
RF02006	RF04057	5.4e-06
RF02006	RF04059	1.4e-07
RF02006	RF04083	0.0026
RF02006	RF04090	7.4e-05
RF02006	RF04102	4.5e-08
RF02006	RF04106	6.3e-06
RF02006	RF04107	0.0002
RF02006	RF04113	0.0026
RF02006	RF04139	7.4e-06
RF02006	RF04144	4.5e-07
RF02006	RF04145	1.1e-06
RF02006	RF04148	1.3e-11
RF02006	RF04159	7.5e-10
RF02006	RF04164	7.1e-09
RF02006	RF04173	0.0023
RF02006	RF04185	1.2e-09
RF02006	RF04197	2.7e-05
RF02006	RF04199	0.00011
RF02006	RF04244	1.4e-06
RF02006	RF04269	0.00029
RF02006	RF04279	2e-06
RF02006	RF04287	0.00083
RF02006	RF04288	5.3e-06
RF02006	RF04289	0.00082
RF02006	RF04296	1.8e-06
RF02007	RF03206	0.00034
RF02007	RF03349	0.0017
RF02007	RF03458	0.00028
RF02007	RF03558	0.00048
RF02007	RF03594	0.00051
RF02007	RF03599	0.0031
RF02007	RF03703	8.6e-05
RF02007	RF03792	0.001
RF02007	RF03964	0.00012
RF02007	RF04203	0.0023
RF02007	RF04214	0.0031
RF02007	RF04279	0.00024
RF02008	RF03329	5.5e-06
RF02008	RF03349	0.002
RF02008	RF03375	3.2e-06
RF02008	RF03426	6e-07
RF02008	RF03461	0.0016
RF02008	RF03562	0.0022
RF02008	RF03629	9.5e-05
RF02008	RF03634	0.00042
RF02008	RF03677	1.6e-08
RF02008	RF03792	0.00054
RF02008	RF03941	0.0071
RF02008	RF03964	0.00012
RF02008	RF03992	0.00054
RF02008	RF04036	3.7e-05
RF02008	RF04059	6.9e-05
RF02008	RF04279	0.00025
RF02009	RF03174	0.0084
RF02009	RF03181	0.0093
RF02009	RF03224	0.0063
RF02009	RF03284	0.0014
RF02009	RF03519	2.4e-07
RF02009	RF03583	6.9e-05
RF02009	RF03757	0.00051
RF02009	RF03814	0.00013
RF02009	RF03851	0.0057
RF02009	RF03857	0.0012
RF02009	RF03906	5.5e-05
RF02009	RF03980	6.8e-06
RF02009	RF04069	0.0016
RF02009	RF04081	0.008
RF02009	RF04087	7e-05
RF02009	RF04113	6e-06
RF02009	RF04120	1.3e-06
RF02009	RF04145	1.4e-05
RF02009	RF04185	3.1e-05
RF02009	RF04197	0.0012
RF02009	RF04208	0.00079
RF02009	RF04214	0.00035
RF02010	RF03235	1.8e-06
RF02010	RF03313	0.00064
RF02010	RF03325	3.2e-06
RF02010	RF03406	0.003
RF02010	RF03468	4.9e-06
RF02010	RF03568	0.01
RF02010	RF03631	0.00014
RF02010	RF03685	4.1e-05
RF02010	RF03776	0.0037
RF02010	RF03831	3.2e-06
RF02010	RF03832	3.1e-05
RF02010	RF03862	4.2e-07
RF02010	RF03877	0.0057
RF02010	RF03924	0.0026
RF02010	RF03941	0.0001
RF02010	RF03972	3e-06
RF02010	RF03978	5.6e-06
RF02010	RF04006	0.0037
RF02010	RF04016	0.00055
RF02010	RF04062	1.5e-06
RF02010	RF04096	0.00032
RF02010	RF04121	0.0011
RF02010	RF04240	4.4e-05
RF02011	RF02556	0.0022
RF02011	RF03685	0.001
RF02011	RF03849	0.0025
RF02014	RF03308	8.5e-05
RF02014	RF03361	0.0084
RF02014	RF03373	0.00037
RF02014	RF03558	0.0066
RF02014	RF03562	0.00036
RF02014	RF03713	3.4e-06
RF02014	RF03739	0.004
RF02014	RF03792	5.1e-05
RF02014	RF03861	0.0038
RF02014	RF03906	0.00064
RF02014	RF03952	0.0023
RF02014	RF04203	0.0093
RF02015	RF03175	0.0057
RF02015	RF03197	0.00027
RF02015	RF03404	3e-06
RF02015	RF03562	5.2e-06
RF02015	RF03634	0.00078
RF02015	RF03736	0.0025
RF02015	RF03739	3.5e-05
RF02015	RF03906	3.4e-07
RF02015	RF04087	0.0044
RF02015	RF04125	1.2e-05
RF02015	RF04214	1.1e-06
RF02017	RF02430	0.0025
RF02017	RF03204	0.0068
RF02017	RF03225	6.7e-06
RF02017	RF03235	0.0024
RF02017	RF03244	4.1e-06
RF02017	RF03256	0.00016
RF02017	RF03278	8.7e-06
RF02017	RF03316	3e-08
RF02017	RF03339	0.00019
RF02017	RF03352	6.7e-05
RF02017	RF03355	2.7e-06
RF02017	RF03384	0.0022
RF02017	RF03426	9e-09
RF02017	RF03435	0.00013
RF02017	RF03441	0.003
RF02017	RF03464	0.0014
RF02017	RF03468	1.5e-05
RF02017	RF03480	0.0017
RF02017	RF03490	0.0031
RF02017	RF03497	4.6e-06
RF02017	RF03523	1.8e-05
RF02017	RF03574	0.0018
RF02017	RF03579	0.0096
RF02017	RF03590	2.3e-10
RF02017	RF03606	0.00067
RF02017	RF03631	8e-05
RF02017	RF03634	4.2e-07
RF02017	RF03645	4.4e-06
RF02017	RF03658	0.00045
RF02017	RF03664	8.1e-07
RF02017	RF03682	8.3e-06
RF02017	RF03687	2e-07
RF02017	RF03709	3.6e-08
RF02017	RF03743	3.3e-06
RF02017	RF03747	9.1e-05
RF02017	RF03754	0.004
RF02017	RF03762	5.6e-06
RF02017	RF03796	1.5e-09
RF02017	RF03819	9.4e-06
RF02017	RF03843	1.3e-06
RF02017	RF03852	1.8e-07
RF02017	RF03955	1.2e-08
RF02017	RF03976	0.00058
RF02017	RF04049	0.00039
RF02017	RF04052	4.4e-08
RF02017	RF04076	0.00011
RF02017	RF04077	8.7e-05
RF02017	RF04113	2.1e-09
RF02017	RF04138	0.00088
RF02017	RF04140	1.4e-07
RF02017	RF04145	6.8e-07
RF02017	RF04187	3.2e-06
RF02017	RF04239	1.1e-09
RF02017	RF04251	4.8e-05
RF02017	RF04262	8.9e-05
RF02017	RF04263	1.6e-09
RF02017	RF04298	0.00035
RF02018	RF03349	0.0056
RF02018	RF03458	0.00023
RF02018	RF03527	0.0023
RF02018	RF03646	0.0077
RF02018	RF03703	0.00043
RF02018	RF03713	0.00049
RF02018	RF03756	0.0085
RF02018	RF03792	0.00056
RF02018	RF03992	0.0043
RF02018	RF04203	0.0002
RF02019	RF03173	5.1e-05
RF02019	RF03255	0.00013
RF02019	RF03258	0.00027
RF02019	RF03269	0.0028
RF02019	RF03297	6.8e-06
RF02019	RF03316	1.3e-09
RF02019	RF03323	0.00064
RF02019	RF03339	3.9e-05
RF02019	RF03349	2.1e-08
RF02019	RF03361	8.4e-09
RF02019	RF03373	1.9e-08
RF02019	RF03374	7.3e-07
RF02019	RF03426	0.00031
RF02019	RF03457	0.0052
RF02019	RF03469	0.002
RF02019	RF03498	8.3e-09
RF02019	RF03510	1.4e-09
RF02019	RF03562	4.4e-08
RF02019	RF03563	0.0069
RF02019	RF03594	2e-07
RF02019	RF03598	0.0037
RF02019	RF03599	5.1e-07
RF02019	RF03610	0.00097
RF02019	RF03615	2.8e-05
RF02019	RF03617	0.00031
RF02019	RF03621	3.5e-06
RF02019	RF03634	7.1e-08
RF02019	RF03638	0.0098
RF02019	RF03659	0.00073
RF02019	RF03694	7.8e-05
RF02019	RF03703	1.7e-07
RF02019	RF03729	2.7e-08
RF02019	RF03741	5.1e-05
RF02019	RF03744	1.2e-07
RF02019	RF03769	1.7e-08
RF02019	RF03775	2.1e-05
RF02019	RF03787	0.00015
RF02019	RF03818	3.4e-07
RF02019	RF03828	0.00068
RF02019	RF03833	1.1e-09
RF02019	RF03857	1.6e-08
RF02019	RF03862	1.3e-05
RF02019	RF03879	0.0011
RF02019	RF03899	0.0019
RF02019	RF03952	1.2e-07
RF02019	RF03957	3.4e-05
RF02019	RF03964	1.2e-07
RF02019	RF03980	1.7e-08
RF02019	RF04016	0.0034
RF02019	RF04017	7.7e-05
RF02019	RF04019	8.9e-10
RF02019	RF04049	0.00011
RF02019	RF04051	6.4e-09
RF02019	RF04053	7.7e-05
RF02019	RF04059	0.0013
RF02019	RF04061	0.00014
RF02019	RF04066	2.3e-08
RF02019	RF04094	0.0034
RF02019	RF04095	6.3e-05
RF02019	RF04110	1e-05
RF02019	RF04145	9.7e-13
RF02019	RF04161	1.2e-07
RF02019	RF04165	2.5e-07
RF02019	RF04203	0.00078
RF02019	RF04234	1.2e-05
RF02019	RF04236	0.00044
RF02019	RF04242	6.6e-07
RF02019	RF04251	0.00022
RF02019	RF04269	2e-06
RF02019	RF04273	6.9e-05
RF02019	RF04279	6.9e-06
RF02019	RF04299	5.1e-09
RF02020	RF03293	0.00042
RF02020	RF03304	0.00039
RF02020	RF03375	4.8e-06
RF02020	RF03376	3.5e-05
RF02020	RF03468	0.00043
RF02020	RF03506	2.7e-09
RF02020	RF03512	0.00027
RF02020	RF03554	0.0071
RF02020	RF03588	0.0018
RF02020	RF03599	0.00016
RF02020	RF03703	0.00016
RF02020	RF03734	9.8e-06
RF02020	RF03758	9e-08
RF02020	RF03766	1.5e-05
RF02020	RF03792	0.0002
RF02020	RF03801	0.0041
RF02020	RF03808	0.0044
RF02020	RF03831	0.0033
RF02020	RF03857	0.00017
RF02020	RF03891	0.00033
RF02020	RF03935	0.0036
RF02020	RF03941	2.9e-10
RF02020	RF03954	0.0023
RF02020	RF03964	0.00023
RF02020	RF04002	2e-06
RF02020	RF04068	1e-05
RF02020	RF04110	0.00066
RF02020	RF04126	0.0014
RF02020	RF04203	0.00062
RF02020	RF04249	0.0002
RF02021	RF02061	0.00056
RF02021	RF02244	3.6e-06
RF02021	RF03171	1.8e-05
RF02021	RF03177	0.00043
RF02021	RF03179	0.00043
RF02021	RF03202	0.00022
RF02021	RF03224	2.3e-09
RF02021	RF03244	0.0002
RF02021	RF03251	8.4e-05
RF02021	RF03255	1.3e-09
RF02021	RF03256	6.6e-07
RF02021	RF03313	8.6e-08
RF02021	RF03317	3.3e-05
RF02021	RF03335	6.8e-08
RF02021	RF03381	3e-05
RF02021	RF03404	0.00066
RF02021	RF03409	0.0014
RF02021	RF03429	0.0017
RF02021	RF03451	0.002
RF02021	RF03454	0.0041
RF02021	RF03457	3.9e-05
RF02021	RF03487	2.1e-07
RF02021	RF03490	0.00067
RF02021	RF03502	2.8e-05
RF02021	RF03558	2.4e-11
RF02021	RF03564	0.00032
RF02021	RF03565	2e-05
RF02021	RF03566	4.3e-06
RF02021	RF03589	0.0013
RF02021	RF03600	1.1e-08
RF02021	RF03614	2.1e-08
RF02021	RF03615	7.4e-07
RF02021	RF03623	6.5e-06
RF02021	RF03635	9e-07
RF02021	RF03637	5.1e-05
RF02021	RF03651	0.00088
RF02021	RF03658	0.00011
RF02021	RF03668	1.6e-05
RF02021	RF03674	2.9e-07
RF02021	RF03689	2.2e-07
RF02021	RF03701	0.00012
RF02021	RF03704	0.00055
RF02021	RF03710	0.0018
RF02021	RF03713	5.3e-05
RF02021	RF03719	2.8e-12
RF02021	RF03734	9.9e-11
RF02021	RF03736	2.2e-09
RF02021	RF03743	7.9e-11
RF02021	RF03752	0.0023
RF02021	RF03781	1.9e-06
RF02021	RF03788	9.7e-13
RF02021	RF03804	0.00069
RF02021	RF03818	1.6e-07
RF02021	RF03834	3.8e-08
RF02021	RF03844	0.00041
RF02021	RF03871	7.9e-05
RF02021	RF03872	2.6e-11
RF02021	RF03877	2.1e-10
RF02021	RF03888	2.3e-10
RF02021	RF03891	0.0015
RF02021	RF03911	0.00032
RF02021	RF03960	4.3e-07
RF02021	RF03970	2.3e-06
RF02021	RF03986	1.4e-05
RF02021	RF03987	4.6e-12
RF02021	RF03996	5.8e-05
RF02021	RF04013	0.0099
